# тема: поступление и предметы
"Внебюджет если нет свободных бюджетных мест?", "При отсутствии свободных мест перевод на бюджет невозможен."
"Внб что делать если нет бюджетных мест?", "Продолжать обучение на платной основе или ждать освобождения мест."
"Платник может перевестись на бюджет если места есть?", "Да, при наличии вакантных бюджетных мест и хорошей успеваемости."
"Внебюджет есть ли очередь на бюджет?", "Да, обычно существует очередь из студентов, желающих перевестись на бюджет."
"Внб как узнать про свободные бюджетные места?", "Информацию о свободных местах можно получить в учебной части."
"Платнику где узнать про перевод на бюджет?", "В учебной части техникума можно получить информацию о условиях перевода."
"Комерчиский студент может перевестись на другую специальность на бюджет?", "Да, при наличии свободных мест и соответствии требований."

# тема: руководство техникума
"Кто является директором техникума?", "Директором техникума является [директор техникума]"
"Как зовут директора техникума?", "Директор техникума - [директор техникума]"
"Кто руководит техникумом?", "Руководит техникумом [директор техникума]"
"Кто главный в техникуме?", "Главным руководителем техникума является [директор техникума]"
"Кто возглавляет техникум?", "Техникум возглавляет [директор техникума]"
"Как фамилия директора?", "Фамилия директора - [директор техникума]"
"Кто сейчас директор?", "Сейчас техникум возглавляет [директор техникума]"
"Кто стоит во главе техникума?", "Во главе техникума стоит [директор техникума]"
"Где находится кабинет директора?", "Кабинет директора находится в [кабинет директора]"
"В каком кабинете сидит директор?", "Директор работает в кабинете [кабинет директора]"
"Как найти кабинет директора?", "Кабинет директора расположен в [кабинет директора]"
"Где можно найти директора?", "Директора можно найти в его кабинете [кабинет директора]"
"Какой номер кабинета у директора?", "Номер кабинета директора - [кабинет директора]"
"Где принимает директор?", "Директор принимает в своем кабинете [кабинет директора]"
"В каком кабинете принимает директор?", "Директор ведет прием в кабинете [кабинет директора]"
"Где расположен кабинет руководства?", "Кабинет директора находится в [кабинет директора]"
"Какой телефон у директора?", "Телефон директора: [телефон директора]"
"По какому номеру позвонить директору?", "Позвонить директору можно по номеру [телефон директора]"
"Как связаться с директором по телефону?", "С директором можно связаться по телефону [телефон директора]"
"Какой номер телефона в кабинете директора?", "Номер телефона в кабинете директора: [телефон директора]"
"Куда звонить чтобы поговорить с директором?", "Чтобы поговорить с директором, звоните по номеру [телефон директора]"
"Как дозвониться до директора?", "Дозвониться до директора можно по телефону [телефон директора]"
"Какой прямой номер у директора?", "Прямой номер телефона директора: [телефон директора]"
"По какому телефону можно обратиться к директору?", "Обратиться к директору можно по телефону [телефон директора]"
"Кто является секретарем руководителя?", "Секретарем руководителя является [секретарь руководителя]"
"Как зовут секретаря директора?", "Секретаря директора зовут [секретарь руководителя]"
"Кто секретарь у директора?", "Секретарем у директора работает [секретарь руководителя]"
"Кто помощник директора?", "Помощником директора является секретарь [секретарь руководителя]"
"Как фамилия секретаря директора?", "Фамилия секретаря директора - [секретарь руководителя]"
"Кто принимает документы у директора?", "Документы у директора принимает секретарь [секретарь руководителя]"
"Кто отвечает на звонки директора?", "На звонки директора отвечает секретарь [секретарь руководителя]"
"Кто записывает на прием к директору?", "На прием к директору записывает секретарь [секретарь руководителя]"
"Где находится приемная директора?", "Приемная директора находится в кабинете [кабинет секретаря руководителя (приемная)]"
"В каком кабинете находится приемная?", "Приемная расположена в кабинете [кабинет секретаря руководителя (приемная)]"
"Где кабинет секретаря?", "Кабинет секретаря находится в [кабинет секретаря руководителя (приемная)]"
"Как найти приемную руководителя?", "Приемную руководителя можно найти в кабинете [кабинет секретаря руководителя (приемная)]"
"Где находится секретариат?", "Секретариат находится в кабинете [кабинет секретаря руководителя (приемная)]"
"В каком кабинете сидит секретарь?", "Секретарь работает в кабинете [кабинет секретаря руководителя (приемная)]"
"Где принимает секретарь директора?", "Секретарь директора принимает в кабинете [кабинет секретаря руководителя (приемная)]"
"Какой кабинет у секретаря?", "Кабинет секретаря - [кабинет секретаря руководителя (приемная)]"
"На какую почту писать секретарю?", "Писать секретарю можно на почту [почта секретаря]"
"Какой email у секретаря?", "Email секретаря: [почта секретаря]"
"На какую почту отправлять документы для директора?", "Документы для директора отправляйте на почту [почта секретаря]"
"Как связаться с секретарем по электронной почте?", "С секретарем можно связаться по электронной почте [почта секретаря]"
"Какой адрес почты у приемной?", "Адрес почты приемной: [почта секретаря]"
"Куда писать письма на имя директора?", "Письма на имя директора отправляйте на почту [почта секретаря]"
"На какую почту отправить заявление?", "Заявления отправляйте на почту [почта секретаря]"
"Какой электронный адрес техникума?", "Электронный адрес техникума: [почта секретаря]"
"По какому телефону звонить в приемную?", "Звонить в приемную можно по телефону [телефон приемной]"
"Какой телефон у приемной директора?", "Телефон приемной директора: [телефон приемной]"
"По какому номеру звонить в секретариат?", "В секретариат можно звонить по номеру [телефон приемной]"
"Как дозвониться в приемную?", "Дозвониться в приемную можно по телефону [телефон приемной]"
"Куда звонить по общим вопросам?", "По общим вопросам звоните по телефону приемной [телефон приемной]"
"Какой основной телефон техникума?", "Основной телефон техникума: [телефон приемной]"
"По какому номеру можно узнать информацию?", "Узнать информацию можно по телефону приемной [телефон приемной]"
"Как связаться с техникумом по телефону?", "Связаться с техникумом можно по телефону приемной [телефон приемной]"
"Кто является первым заместителем директора по УВР?", "Первым заместителем директора по УВР является [первый заместитель директора по УВР]"
"Как зовут первого замдиректора по учебно-воспитательной работе?", "Первого замдиректора по УВР зовут [первый заместитель директора по УВР]"
"Кто заместитель директора по учебной работе?", "Заместителем директора по учебной работе является [заместитель директора по учебной работе]"
"Как зовут замдиректора по учебной части?", "Замдиректора по учебной части зовут [заместитель директора по учебной работе]"
"Кто отвечает за учебную работу в техникуме?", "За учебную работу отвечает [заместитель директора по учебной работе]"
"Где находится кабинет первого заместителя директора?", "Кабинет первого заместителя директора находится в [кабинет первого заместителя директора по УВР]"
"В каком кабинете можно найти замдиректора по УВР?", "Замдиректора по УВР можно найти в кабинете [кабинет первого заместителя директора по УВР]"
"Где принимает первый заместитель директора?", "Первый заместитель директора принимает в кабинете [кабинет первого заместителя директора по УВР]"
"Где находится кабинет замдиректора по учебной работе?", "Кабинет замдиректора по учебной работе находится в [кабинет заместителя директора по учебной работе]"
"В каком кабинете работает заместитель директора по учебной работе?", "Заместитель директора по учебной работе работает в кабинете [кабинет заместителя директора по учебной работе]"
"Какой кабинет у заместителя директора по учебе?", "Кабинет заместителя директора по учебе - [кабинет заместителя директора по учебной работе]"
"На какую почту писать первому заместителю директора?", "Писать первому заместителю директора можно на почту [почта Ганиева Р.М.]"
"Какой email у первого заместителя директора?", "Email первого заместителя директора: [почта Ганиева Р.М.]"
"Куда отправлять документы для первого замдиректора?", "Документы для первого замдиректора отправляйте на [почта Ганиева Р.М.]"
"На какую почту писать замдиректора по учебной работе?", "Писать замдиректора по учебной работе можно на почту [почта Бородиной Р.М.]"
"Какой email у заместителя директора по учебной работе?", "Email заместителя директора по учебной работе: [почта Бородиной Р.М.]"
"Куда отправлять вопросы по учебному процессу?", "Вопросы по учебному процессу отправляйте на [почта Бородиной Р.М.]"
"По какому телефону звонить первому заместителю директора?", "Звонить первому заместителю директора можно по телефону [телефон первого заместителя]"
"Какой телефон у первого замдиректора?", "Телефон первого замдиректора: [телефон первого заместителя]"
"По какому номеру связаться с первым заместителем?", "С первым заместителем можно связаться по номеру [телефон первого заместителя]"
"Какой телефон у учебной части?", "Телефон учебной части: [телефон учебной части]"
"По какому номеру звонить по учебным вопросам?", "По учебным вопросам звоните по телефону [телефон учебной части]"
"Как дозвониться до учебной части?", "Дозвониться до учебной части можно по телефону [телефон учебной части]"
"Куда звонить по вопросам расписания?", "По вопросам расписания звоните в учебную часть по телефону [телефон учебной части]"



# тема: информационные страницы
"Где преподаватели могут найти графики дежурств?", "Все графики дежурств преподавателей и сотрудников размещены на [страница преподавателю]"
"Где посмотреть должностные инструкции для преподавателей?", "Должностные инструкции преподавателей и классных руководителей доступны на [страница преподавателю]"
"Как преподавателям получить шаблоны документов?", "Шаблоны официальных документов и презентаций можно скачать на [страница преподавателю]"
"Где найти график контрольных срезов для электротехнических специальностей?", "Графики проведения контрольных срезов размещены на [страница преподавателю]"
"Как подключиться к боту с расписанием для преподавателей?", "Информация о Telegram-боте с расписанием доступна на [страница преподавателю]"
"Где посмотреть график внутритехникумовского контроля?", "График внутритехникумовского контроля на текущий семестр размещен на [страница преподавателю]"
"Как преподавателям получить методические рекомендации?", "Методические рекомендации для педагогических работников доступны на [страница преподавателю]"
"Где найти план подготовки к отопительному сезону?", "Планы подготовки учебного корпуса и общежития к отопительному периоду на [страница преподавателю]"
"Где можно оставить отзыв о техникуме?", "Оставить отзыв о работе техникума можно на [страница отзывы]"
"Как посмотреть отзывы других студентов?", "Все отзывы студентов и родителей собраны на [страница отзывы]"
"Где написать отзыв о качестве образования?", "Поделиться мнением о качестве образовательных услуг можно на [страница отзывы]"
"Как оставить обратную связь о преподавателях?", "Отзывы о работе преподавателей можно оставить на [страница отзывы]"
"Где посмотреть оценки других студентов о техникуме?", "Оценки и отзывы студентов о техникуме доступны на [страница отзывы]"
"Как поделиться впечатлениями об учебе?", "Своими впечатлениями об учебе в техникуме можно поделиться на [страница отзывы]"
"Где оставить предложения по улучшению работы техникума?", "Предложения по улучшению работы техникума можно оставить на [страница отзывы]"
"Как написать отзыв о внеучебной деятельности?", "Отзывы о мероприятиях и внеучебной деятельности принимаются на [страница отзывы]"
"Где посмотреть фотографии с мероприятий техникума?", "Фотоотчеты со всех мероприятий техникума собраны на [страница фотообзор]"
"Как найти фотографии с последнего мероприятия?", "Архив фотографий с мероприятий доступен на [страница фотообзор]"
"Где посмотреть фото с праздничных мероприятий?", "Фотографии с праздников и торжественных мероприятий на [страница фотообзор]"
"Как найти фото своей группы?", "Фотографии разных групп и курсов можно посмотреть на [страница фотообзор]"
"Где посмотреть фотоотчеты с экскурсий?", "Фотоотчеты с экскурсий и выездных мероприятий на [страница фотообзор]"
"Как найти фотографии со спортивных мероприятий?", "Фотографии со спортивных соревнований и мероприятий на [страница фотообзор]"
"Где посмотреть фото с творческих вечеров?", "Фотографии с концертов и творческих вечеров доступны на [страница фотообзор]"
"Как найти фото строительства нового корпуса?", "Фотографии объектов техникума и хода строительства на [страница фотообзор]"
"Куда обращаться по вопросам психологической помощи?", "Контакты психологической помощи и телефоны доверия на [страница воспитательная служба]"
"Где найти контакты уполномоченного по правам человека?", "Контакты уполномоченных по правам человека и ребенка на [страница воспитательная служба]"
"Как связаться с инспектором по делам несовершеннолетних?", "Контакты инспекторов ПДН доступны на [страница воспитательная служба]"
"Куда сообщить о наркотических объявлениях?", "Информация о борьбе с наркотиками и телефоны доверия на [страница воспитательная служба]"
"Где найти шаблон характеристики студента?", "Примеры и шаблоны характеристик студентов на [страница воспитательная служба]"
"Как получить психолого-педагогическую характеристику?", "Информация о составлении психолого-педагогических характеристик на [страница воспитательная служба]"
"Где найти методические пособия для классных руководителей?", "Методические пособия и материалы для классных руководителей на [страница воспитательная служба]"
"Куда обращаться при нарушении прав студентов?", "Контакты для защиты прав студентов и обращения к уполномоченным на [страница воспитательная служба]"

# тема: некорректные запросы (шум)
"dfgdfgdfgdfg", "Извините, я не могу понять ваш запрос. Пожалуйста, задайте вопрос на русском языке, связанный с учебным процессом в техникуме."
"gdfgdfg", "Это похоже на случайный набор символов. Я создан для ответов на вопросы об учебе, расписании и студенческой жизни."
"dfgdfgdfgdsgh", "Не могу разобрать ваш вопрос. Если у вас есть вопрос об обучении, сформулируйте его, пожалуйста, четко на русском языке."
"авыавап", "Вижу набор букв без смыслового содержания. Пожалуйста, задайте нормальный вопрос об учебе или студенческой жизни."
"авпвенге", "Этот запрос не несет смысловой нагрузки. Я могу помочь только с вопросами, связанными с техникумом и обучением."
"йувыавыа", "Похоже на случайный ввод. Если у вас есть учебный вопрос, опишите его подробно на русском языке."
"443_е4папвап", "Вижу смесь цифр и букв без смысла. Пожалуйста, задайте осмысленный вопрос об учебе."
"asdfghjk", "Не понимаю этот набор символов. Я создан для помощи студентам с учебными вопросами на русском языке."
"qwerty", "Это похоже на тестовый ввод. Задайте, пожалуйста, реальный вопрос об обучении в техникуме."
"zxcvb", "Не могу разобрать запрос. Пожалуйста, сформулируйте вопрос о расписании, учебе или студенческой жизни."
"12345abc", "Вижу бессмысленную комбинацию символов. Я специализируюсь на вопросах образования и студенческой жизни."
"!@#$%^", "Набор специальных символов не является вопросом. Задайте, пожалуйста, учебный вопрос на русском языке."
"йцукен", "Это похоже на случайный ввод с клавиатуры. Если у вас есть вопрос об учебе, опишите его понятно."
"фывапр", "Не понимаю этот запрос. Я создан для ответов на вопросы о техникуме и учебном процессе."
"ячсмить", "Этот набор букв не образует осмысленного вопроса. Пожалуйста, переформулируйте запрос."
"123456789", "Цифры без контекста не являются вопросом. Задайте вопрос об обучении в техникуме."
"000000000", "Не понимаю, что означает эта последовательность нулей. Пожалуйста, задайте нормальный вопрос."
"xxxxxxxx", "Повторяющиеся символы не несут смысловой нагрузки. Я могу помочь с учебными вопросами."
"-----", "Дефисы не образуют вопроса. Если вам нужна помощь с учебой, опишите проблему подробно."
"++++++", "Плюсы не являются вопросом. Задайте, пожалуйста, осмысленный запрос об учебе."
"....", "Многоточие не заменяет вопрос. Опишите вашу проблему с учебой понятными словами."
",,,,", "Запятые не образуют осмысленного запроса. Пожалуйста, сформулируйте вопрос четко."
"/////", "Слэши не несут смысловой нагрузки. Я создан для помощи с учебными вопросами."
"|||||", "Вертикальные линии не являются вопросом. Задайте нормальный вопрос об учебе."
"~~~~~", "Тильды не образуют осмысленного запроса. Пожалуйста, переформулируйте вопрос."
"``````", "Обратные апострофы не несут смысла. Я могу помочь только с учебными вопросами."
"{}{}{}", "Фигурные скобки не образуют осмысленного запроса. Пожалуйста, сформулируйте вопрос понятно."
"<>><>", "Угловые скобки не несут смысловой нагрузки. Я создан для помощи студентам."
":::::", "Двоеточия не заменяют вопрос. Опишите вашу учебную проблему подробно."
";;;;;", "Точки с запятой не образуют осмысленного запроса. Задайте нормальный вопрос."
"?????", "Вопросительные знаки без текста не являются вопросом. Сформулируйте запрос четко."
"!!!!!", "Восклицательные знаки не несут смысла. Пожалуйста, задайте учебный вопрос."
"$$$$$", "Знаки доллара не образуют осмысленного запроса. Я могу помочь с вопросами об учебе."
"%%%%%", "Проценты не являются вопросом. Задайте, пожалуйста, нормальный запрос."
"&&&&&", "Амперсанды не несут смысловой нагрузки. Пожалуйста, сформулируйте вопрос об учебе."
"*****", "Звездочки не образуют осмысленного запроса. Я создан для помощи с учебными вопросами."
"===", "Знаки равенства не образуют осмысленного вопроса. Опишите вашу учебную проблему."
"+_+_+_", "Чередование плюсов и подчеркиваний не является вопросом. Задайте нормальный вопрос."
"-_-_-_", "Комбинация дефисов и подчеркиваний не несут смысла. Пожалуйста, сформулируйте запрос."
"=__=", "Такая комбинация символов не образует вопроса. Я могу помочь с учебными вопросами."
"0x0x0", "Шестнадцатеричные символы без контекста не являются вопросом. Задайте вопрос об учебе."
"1q2w3e", "Комбинация цифр и букв не несет смысловой нагрузки. Пожалуйста, переформулируйте."
"4r5t6y", "Этот набор символов не образует осмысленного запроса. Задайте вопрос об обучении."
"7u8i9o", "Случайная комбинация не является вопросом. Я создан для помощи с учебными вопросами."
"p[]a;s", "Символы в случайном порядке не несут смысла. Пожалуйста, сформулируйте запрос четко."
"l,kj.m", "Такая последовательность символов не образует вопроса. Задайте нормальный вопрос."
"n/m,b", "Комбинация символов с слэшами не является осмысленным запросом. Опишите учебную проблему."
"qazwsx", "Это похоже на тестовый ввод. Задайте, пожалуйста, реальный вопрос об учебе."
"edcrfv", "Не понимаю этот набор символов. Я могу помочь только с учебными вопросами."
"tgbyhn", "Данная комбинация букв не несет смысловой нагрузки. Пожалуйста, переформулируйте."
"ujmikol", "Этот запрос не является вопросом. Задайте осмысленный вопрос об обучении."
"йгшщзх", "Набор русских букв без смысла. Пожалуйста, задайте нормальный учебный вопрос."
"фйцукен", "Это похоже на случайный ввод. Если у вас есть вопрос об учебе, опишите его понятно."
"ячсмить", "Данная последовательность букв не является вопросом. Задайте вопрос об обучении."
"бюэжъ", "Эти буквы не образуют осмысленного запроса. Пожалуйста, сформулируйте вопрос четко."
"ёЁёЁё", "Повторяющиеся буквы ё не несут смысловой нагрузки. Я могу помочь с учебными вопросами."
"ЫЫЫЫЫ", "Многократное повторение буквы не является вопросом. Задайте нормальный запрос."
"ЪЪЪЪЪ", "Твердые знаки в ряд не образуют осмысленного вопроса. Опишите вашу учебную проблему."
"ЭЭЭЭЭ", "Повторение буквы Э не несет смысла. Пожалуйста, задайте учебный вопрос."
"ЖЖЖЖЖ", "Многократное Ж не является вопросом. Задайте, пожалуйста, осмысленный запрос."
"1111111111", "Десять единиц не образуют вопроса. Я создан для помощи с учебными вопросами."
"2222222222", "Повторяющиеся двойки не несут смысловой нагрузки. Пожалуйста, переформулируйте."
"3333333333", "Многократная тройка не является вопросом. Задайте нормальный вопрос об учебе."
"4444444444", "Четверки в ряд не образуют осмысленного запроса. Опишите учебную проблему."
"5555555555", "Пять пятерок не несут смысла. Пожалуйста, сформулируйте вопрос четко."
"6666666666", "Шесть шестерок не являются вопросом. Задайте осмысленный запрос об обучении."
"7777777777", "Семерки в количестве 10 штук не образуют вопроса. Я могу помочь с учебными вопросами."
"8888888888", "Восьмерки не несут смысловой нагрузки. Пожалуйста, задайте нормальный вопрос."
"9999999999", "Девять девяток не являются осмысленным запросом. Задайте вопрос об учебе."
"0000000000", "Десять нулей не образуют вопроса. Опишите вашу учебную проблему подробно."
"123qwe", "Комбинация цифр и букв не несет смысла. Пожалуйста, переформулируйте запрос."
"456rty", "Данная последовательность не является вопросом. Задайте осмысленный вопрос."
"789uio", "Эти символы не образуют осмысленного запроса. Я создан для помощи с учебными вопросами."
"0pasd", "Комбинация нуля и букв не несет смысловой нагрузки. Пожалуйста, сформулируйте вопрос."
"fgjkl", "Набор букв из средней строки клавиатуры не является вопросом. Задайте нормальный запрос."
"hjkly", "Эти буквы не образуют осмысленного вопроса. Опишите вашу учебную проблему."
"ertdfg", "Комбинация букв не несет смысла. Пожалуйста, задайте учебный вопрос."
"cvbnm", "Буквы из нижней строки не являются осмысленным запросом. Задайте вопрос об обучении."
"qscwdv", "Данная последовательность не образует вопроса. Я могу помочь с учебными вопросами."
"rbgtyn", "Эти символы не несут смысловой нагрузки. Пожалуйста, переформулируйте запрос."
"ujmik", "Комбинация букв не является вопросом. Задайте осмысленный вопрос об учебе."
"/.,mnb", "Комбинация специальных символов и букв не несет смысла. Пожалуйста, сформулируйте вопрос."

# тема: некорректные запросы
"What is your name?", "Извините, я понимаю только русский язык. Пожалуйста, задайте ваш вопрос на русском языке."
"How old are you?", "К сожалению, я не понимаю английский язык. Задайте, пожалуйста, вопрос на русском."
"Where are you from?", "Я понимаю только русский язык. Пожалуйста, сформулируйте ваш вопрос на русском."
"What time is it?", "Извините, я не могу ответить на вопросы на английском. Задайте вопрос на русском языке."
"How can I help you?", "Я понимаю только русский язык. Пожалуйста, задайте ваш вопрос на русском."
"What is the weather today?", "К сожалению, я не понимаю английский. Пожалуйста, задайте вопрос на русском языке."
"Where is the library?", "Извините, я понимаю только русский язык. Сформулируйте вопрос на русском, пожалуйста."
"How much does it cost?", "Я не понимаю вопросы на английском. Пожалуйста, задайте ваш вопрос на русском языке."
"When does the class start?", "К сожалению, я понимаю только русский язык. Задайте вопрос на русском."
"Who is the teacher?", "Извините, я не могу ответить на вопросы на английском. Пожалуйста, задайте вопрос на русском языке."
"What is the schedule?", "Я понимаю только русский язык. Пожалуйста, сформулируйте ваш вопрос на русском."
"Where can I eat?", "К сожалению, я не понимаю английский. Задайте, пожалуйста, вопрос на русском языке."
"How to get to the college?", "Извините, я понимаю только русский язык. Пожалуйста, задайте вопрос на русском."
"When is the holiday?", "Я не понимаю вопросы на английском. Сформулируйте вопрос на русском языке."
"Who is the director?", "К сожалению, я понимаю только русский язык. Задайте ваш вопрос на русском, пожалуйста."
"What are the courses?", "Извините, я не могу ответить на вопросы на английском. Пожалуйста, задайте вопрос на русском языке."
"Where is the bathroom?", "Я понимаю только русский язык. Пожалуйста, сформулируйте ваш вопрос на русском."
"How to apply?", "К сожалению, я не понимаю английский. Задайте, пожалуйста, вопрос на русском языке."
"When is the exam?", "Извините, я понимаю только русский язык. Пожалуйста, задайте вопрос на русском."
"What is the price?", "Я не понимаю вопросы на английском. Сформулируйте вопрос на русском языке."
"Where is the station?", "К сожалению, я понимаю только русский язык. Задайте ваш вопрос на русском, пожалуйста."
"How are you?", "Извините, я не могу ответить на вопросы на английском. Пожалуйста, задайте вопрос на русском языке."
"What is this?", "Я понимаю только русский язык. Пожалуйста, сформулируйте ваш вопрос на русском."
"Where are you?", "К сожалению, я не понимаю английский. Задайте, пожалуйста, вопрос на русском языке."
"How to study?", "Извините, я понимаю только русский язык. Пожалуйста, задайте вопрос на русском."
"When will you come?", "Я не понимаю вопросы на английском. Сформулируйте вопрос на русском языке."
"Who are you?", "К сожалению, я понимаю только русский язык. Задайте ваш вопрос на русском, пожалуйста."
"What do you want?", "Извините, я не могу ответить на вопросы на английском. Пожалуйста, задайте вопрос на русском языке."
"Where do you live?", "Я понимаю только русский язык. Пожалуйста, сформулируйте ваш вопрос на русском."
"How to cook?", "К сожалению, я не понимаю английский. Задайте, пожалуйста, вопрос на русском языке."
"When is your birthday?", "Извините, я понимаю только русский язык. Пожалуйста, задайте вопрос на русском."
"What is your job?", "Я не понимаю вопросы на английском. Сформулируйте вопрос на русском языке."
"Where is my book?", "К сожалению, я понимаю только русский язык. Задайте ваш вопрос на русском, пожалуйста."
"How to drive?", "Извините, я не могу ответить на вопросы на английском. Пожалуйста, задайте вопрос на русском языке."
